product_name,store,url,price,method,timestamp
TOMATOES CLUSTER RED,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/tomatoes/tomatoes_on_the_vine/p/2311660,5.99,Regex,1752062374.748596
TOMATOES CLUSTER RED,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/tomatoes/tomatoes_on_the_vine/p/2311660,7.25,Regex,1752062380.194048
TOMATOES CLUSTER RED,Pronto,https://pronto.bm/product/tomatoes-on-vine-local,6.95,Regex,1752062384.7496698
TOMATOES CLUSTER RED,HH,https://www.harringtonhundreds.bm/shop/produce/tomatoes/tomatoes_on_the_vine/p/2311660,3.29,Regex,1752062391.1826959
SCOTT BATHROOM TISSUE SINGLE ROLL,Drop It,https://www.dropit.bm/shop/pantry/household/paper_plastic/toilet_paper/scott_bathroom_tissue_unscented_one_ply_1_ea/p/35351,2.09,Regex,1752062397.767364
SCOTT BATHROOM TISSUE SINGLE ROLL,Miles,https://shop.miles.bm/shop/pantry/household/paper_plastic/toilet_paper/scott_1000_toilet_paper_1_roll_septic_safe_1_ply_toilet_tissue/p/35351,2.35,Regex,1752062403.7625332
SCOTT BATHROOM TISSUE SINGLE ROLL,Pronto,https://pronto.bm/product/scott-bathroom-tissue-1000-sheets-per-roll-1-ct,2.09,Regex,1752062408.465926
SCOTT BATHROOM TISSUE SINGLE ROLL,HH,https://www.harringtonhundreds.bm/shop/grocery/toilet_tissue/scott_bathroom_tissue_unscented_one_ply_1_ea/p/35351,1.99,Regex,1752065230.469467
ENVY APPLES,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/apples/apples_envy/p/2310922,2.69,Regex,1752065235.416517
ENVY APPLES,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/apples/apple_envy/p/2310922,2.95,Regex,1752065241.746408
ENVY APPLES,HH,https://www.harringtonhundreds.bm/shop/produce/apples/envy_apples/p/2310922,2.69,Regex,1752065248.3786938
PERDUE GROUND TURKEY,Drop It,https://www.dropit.bm/shop/meat/turkey/ground_turkey_burgers/perdue_ground_turkey_93_7_16_oz/p/278971,9.39,Regex,1752065254.543138
PERDUE GROUND TURKEY,Pronto,https://pronto.bm/product/perdue-ground-chicken-16-oz-fresh-,7.99,Regex,1752065260.67791
PERDUE GROUND TURKEY,HH,https://www.harringtonhundreds.bm/shop/meat/fresh_poultry/perdue_ground_turkey_93_7_16_oz/p/278971,7.99,Regex,1752065267.459389
TYS FC CHICKEN NUGGET,Drop It,https://www.dropit.bm/shop/frozen_foods/appetizers_snacks/chicken_nuggets_wings/tyson_chicken_nuggets_29_oz/p/1764405684714902850,12.99,Regex,1752065274.927995
TYS FC CHICKEN NUGGET,Miles,https://shop.miles.bm/shop/tyson_chicken_nuggets_29_oz/p/1764405684714902850,13.5,Regex,1752065280.695273
TYS FC CHICKEN NUGGET,Pronto,https://pronto.bm/product/tyson-chicken-nuggets-29oz,12.99,Regex,1752065286.312274
VIERA PORTUGUESE ROLLS,Drop It,https://www.dropit.bm/shop/bakery/breads_from_the_aisle/authentic_portuguese_rolls_6_pk/p/1564405684711654576,7.79,Regex,1752065292.778572
VIERA PORTUGUESE ROLLS,Pronto,https://pronto.bm/product/vieiras-bakery-portuguese-rolls-6-ct-18-oz,7.65,Regex,1752065297.37729
VIERA PORTUGUESE ROLLS,HH,https://www.harringtonhundreds.bm/shop/frozen/bagels_bread/viera_portuguese_rolls/p/1564405684711654576,6.99,Regex,1752065304.541464
GEISHA WHITE MEATTUNA IN WATER,Drop It,https://www.dropit.bm/shop/pantry/canned_goods_soups_broths/canned_tuna_seafood/geisha_tuna_white_in_water/p/2557042,4.79,Regex,1752065309.4260638
GEISHA WHITE MEATTUNA IN WATER,Miles,https://shop.miles.bm/shop/pantry/canned_goods_soups_broths/canned_tuna_seafood/geisha_tuna_in_oil/p/1564405684704420006,5.0,Regex,1752065315.4854321
GEISHA WHITE MEATTUNA IN WATER,Pronto,https://pronto.bm/product/geisha-solid-white-tuna-in-water-7-oz,4.59,Regex,1752065320.1625412
GEISHA WHITE MEATTUNA IN WATER,HH,https://www.harringtonhundreds.bm/shop/grocery/fish_canned/geisha_geisha_w_m_tuna_in_water/p/2557042,4.39,Regex,1752065326.464093
PEPPERS RED XL,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/peppers_bell_red/p/7360105,8.69,Regex,1752065333.9095738
PEPPERS RED XL,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/peppers/red_peppers/p/2311673,4.95,Regex,1752065341.0632598
PEPPERS RED XL,Pronto,https://pronto.bm/product/bell-pepper-red-05-lb,2.14,Regex,1752065346.6578271
PEPPERS RED XL,HH,https://www.harringtonhundreds.bm/shop/produce/greens_vegetables/peppers_orange/p/1564405684714598200,5.29,Regex,1752065353.11895
GLAM POP POPCORN YEAST SUGAR,Drop It,https://www.dropit.bm/shop/pantry/snacks_chips_dips/popcorn/popped/glam_pop_yeast_sugar_popcorn/p/1564405684704538942,5.19,Regex,1752065359.915252
GLAM POP POPCORN YEAST SUGAR,Pronto,https://pronto.bm/product/glam-pop-yeast-sugar-popcorn-90-g,4.99,Regex,1752065366.115255
GLAM POP POPCORN YEAST SUGAR,HH,https://www.harringtonhundreds.bm/shop/grocery/chips_snacks/glam_pop_popcorn_yeast_sugar/p/1564405684704538942,4.79,Regex,1752065373.4377549
NATURES OWN BREAD 100% WHOLE WHEAT,Drop It,https://www.dropit.bm/shop/bakery/breads_from_the_aisle/multi_grain_whole_wheat_bread/nature_s_own_100_whole_wheat_bread_20_oz/p/2384278,8.59,Regex,1752065378.727246
NATURES OWN BREAD 100% WHOLE WHEAT,Miles,https://shop.miles.bm/shop/bakery/breads_from_the_aisle/multi_grain_whole_wheat_bread/nature_s_own_100_whole_wheat_bread_20_oz/p/2384278,8.6,Regex,1752065385.218144
NATURES OWN BREAD 100% WHOLE WHEAT,Pronto,https://pronto.bm/product/natures-own-100-whole-wheat-bread-20-oz,7.89,Regex,1752065390.199981
NATURES OWN BREAD 100% WHOLE WHEAT,HH,https://www.harringtonhundreds.bm/shop/grocery/bread_rolls/nature_s_own_100_whole_wheat_bread_20_oz/p/2384278,7.89,Regex,1752065396.714252
CUCUMBER ENGLISH,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/cucumbers/cucumber_english/p/4560421,4.89,Regex,1752065404.105969
CUCUMBER ENGLISH,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/cucumbers/english_cucumber/p/5181,4.95,Regex,1752065409.747849
CUCUMBER ENGLISH,Pronto,https://pronto.bm/product/cucumber-english-local-fresh-bermuda-gardens,3.85,Regex,1752065415.200023
CUCUMBER ENGLISH,HH,https://www.harringtonhundreds.bm/shop/produce/greens_vegetables/cucumbers_european_local/p/1564405684714598230,2.69,Regex,1752065421.5629241
ONION RED JU,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/onions_garlic/onions_red/p/1564405684689887146,3.79,Regex,1752065426.926537
ONION RED JU,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/onions_garlic/onion_red_jumbo/p/7788881,2.6,Regex,1752065432.3184829
ONION RED JU,Pronto,https://pronto.bm/product/onions-red-jumbo,2.99,Regex,1752065436.2716942
ONION RED JU,HH,https://www.harringtonhundreds.bm/shop/produce/onions/onions_red/p/7788881,2.69,Regex,1752065442.132062
PINEAPPLES HONEYGLOW,Drop It,https://www.dropit.bm/shop/pineapple/p/7645650,7.99,Regex,1752065449.169569
PINEAPPLES HONEYGLOW,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/pineapples_honey_glow/p/1564405684706185983,12.95,Regex,1752065455.880121
PINEAPPLES HONEYGLOW,Pronto,https://pronto.bm/product/pineapple,7.99,Regex,1752065459.5546932
PINEAPPLES HONEYGLOW,HH,https://www.harringtonhundreds.bm/shop/produce/tropical/pineapple/p/1564405684714598220,7.99,Regex,1752065466.6050692
DRISCOLLS RASPBERRIES,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/berries_cherries/driscoll_s_raspberries_6_oz/p/147294,6.59,Regex,1752065477.268574
DRISCOLLS RASPBERRIES,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/berries_cherries/driscoll_s_raspberries_6_oz/p/147294,7.75,Regex,1752065484.082291
DRISCOLLS RASPBERRIES,Pronto,https://pronto.bm/product/driscolls-raspberries-6-oz,7.69,Regex,1752065489.3831391
DRISCOLLS RASPBERRIES,HH,https://www.harringtonhundreds.bm/shop/produce/berries/driscolls_raspberries/p/1564405684714598191,5.69,Regex,1752065495.604682
PEPPERIDGE FARM 15 GRAIN WHOLE GRAIN,Drop It,https://www.dropit.bm/shop/bakery/breads_from_the_aisle/multi_grain_whole_wheat_bread/pepperidge_farm_whole_grain_15_grain_bread_24_oz/p/2320328,8.59,Regex,1752065502.426374
PEPPERIDGE FARM 15 GRAIN WHOLE GRAIN,Miles,https://shop.miles.bm/shop/bakery/breads_from_the_aisle/multi_grain_whole_wheat_bread/pepperidge_farm_whole_grain_15_grain_bread_24_oz/p/2320328,8.6,Regex,1752065507.786123
PEPPERIDGE FARM 15 GRAIN WHOLE GRAIN,Pronto,https://pronto.bm/product/pepperidge-farm-whole-grain-15-grain-bread-24-oz,7.89,Regex,1752065511.813463
PEPPERIDGE FARM 15 GRAIN WHOLE GRAIN,HH,https://www.harringtonhundreds.bm/shop/grocery/bread_rolls/pepperidge_farm_whole_grain_15_grain_bread_24_oz/p/2320328,7.89,Regex,1752065517.6537979
DRISCOLLS BLACKBERRIES,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/berries_cherries/driscoll_s_blackberries_fresh_blackberries_conventional_6_oz/p/147298,6.59,Regex,1752065524.777111
DRISCOLLS BLACKBERRIES,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/berries_cherries/driscoll_s_blackberries/p/147298,8.25,Regex,1752065530.912881
DRISCOLLS BLACKBERRIES,Pronto,https://pronto.bm/product/blackberries-driscolls-6-oz,4.99,Regex,1752065535.786179
DRISCOLLS BLACKBERRIES,HH,https://www.harringtonhundreds.bm/shop/produce/berries/driscolls_blackberries/p/1564405684714598207,5.99,Regex,1752065542.4922502
PEPPERIDGE FARM CINN RAISIN SWIRL,Drop It,https://www.dropit.bm/shop/bakery/breads_from_the_aisle/sweet_bread/pepperidge_farm_raisin_cinnamon_swirl_breakfast_bread_16_oz_loaf/p/15428,8.59,Regex,1752065547.786966
PEPPERIDGE FARM CINN RAISIN SWIRL,Miles,https://shop.miles.bm/shop/bakery/breads_from_the_aisle/sweet_bread/pepperidge_farm_raisin_cinnamon_swirl_bread_16_000_oz/p/15428,8.95,Regex,1752065554.423639
PEPPERIDGE FARM CINN RAISIN SWIRL,Pronto,https://pronto.bm/product/pepperidge-farm-swirl-raisin-cinnamon-bread-16-oz,7.89,Regex,1752065558.330934
PEPPERIDGE FARM CINN RAISIN SWIRL,HH,https://www.harringtonhundreds.bm/shop/grocery/bread_rolls/pepperidge_farm_raisin_cinnamon_swirl_bread_16_000_oz/p/15428,7.89,Regex,1752065564.9318678
DUNKLEYS SLIMLINE MILK 1/2GA,Drop It,https://www.dropit.bm/shop/dairy/milk_cream/milk/skim_nonfat/dunkleys_milk_slimline_1_2_gal/p/1564405684704421292,6.99,Regex,1752065569.920908
DUNKLEYS SLIMLINE MILK 1/2GA,Miles,https://shop.miles.bm/shop/dairy/milk_cream/milk/dunkley_s_slimline_milk/p/1564405684704421292,7.0,Regex,1752065576.460073
DUNKLEYS SLIMLINE MILK 1/2GA,Pronto,https://pronto.bm/product/dunkleys-slimline-milk-64-oz,7.15,Regex,1752065581.725826
DUNKLEYS SLIMLINE MILK 1/2GA,HH,https://www.harringtonhundreds.bm/shop/dairy/milk_milk_products/dunkley_s_slimline_milk/p/1564405684704421292,6.49,Regex,1752065588.1177669
HOOD HEAVY CREAM,Drop It,https://www.dropit.bm/shop/dairy/milk_cream/hood_heavy_cream_16_fl_oz/p/2363452,7.39,Regex,1752065597.424459
HOOD HEAVY CREAM,Miles,https://shop.miles.bm/shop/dairy/milk_cream/hood_heavy_cream_16_oz/p/2363452,7.5,Regex,1752065606.0330439
HOOD HEAVY CREAM,Pronto,https://pronto.bm/product/hood-heavy-cream-16-oz,7.09,Regex,1752065611.1741812
HOOD HEAVY CREAM,HH,https://www.harringtonhundreds.bm/shop/dairy/creams/hood_heavy_cream_16_fl_oz/p/2363452,6.59,Regex,1752065617.412629
I LOVE PRODUCE SPW GARLIC B,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/onions_garlic/garlic_jumbo/p/1564405684704627991,6.59,Regex,1752065624.079864
I LOVE PRODUCE SPW GARLIC B,HH,https://www.harringtonhundreds.bm/shop/produce/fresh_garlic/i_love_produce_spw_garlic_b/p/1564405684714598231,6.49,Regex,1752065630.2777832
MANGO,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/mango/p/7386288,4.89,Regex,1752065637.171228
MANGO,Pronto,https://pronto.bm/product/mango,3.35,Regex,1752065642.574603
MANGO,HH,https://www.harringtonhundreds.bm/shop/produce/tropical/cv_mangoes/p/1764405684715319512,2.69,Regex,1752065649.669133
COCACOLA COKE,Drop It,https://www.dropit.bm/shop/pantry/beverages/soft_drinks/cola/coca_cola_soda_soft_drink_20_fl_oz/p/33238,3.19,Regex,1752065656.445452
COCACOLA COKE,Miles,https://shop.miles.bm/shop/pantry/beverages/soft_drinks/cola/coca_cola_soda_soft_drink_20_fl_oz_bottle/p/33238,3.25,Regex,1752065663.6874099
COCACOLA COKE,Pronto,https://pronto.bm/product/coca-cola-coke-classic-20-oz,2.99,Regex,1752065669.117995
COCACOLA COKE,HH,https://www.harringtonhundreds.bm/shop/grocery/soda/coca_cola_soda_soft_drink_20_fl_oz/p/33238,2.59,Regex,1752065675.319511
CHERRIES RED,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/berries_cherries/cherries/p/7787963,11.99,Regex,1752065681.738794
CHERRIES RED,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/berries_cherries/cherry_bing_red/p/78510,12.75,Regex,1752065688.2237718
CHERRIES RED,Pronto,https://pronto.bm/product/cherries-1-lb,13.99,Regex,1752065694.1254358
CHERRIES RED,HH,https://www.harringtonhundreds.bm/shop/produce/berries/large_red_cherries/p/1564405684714598188,16.99,Regex,1752065701.492213
ONION SWEET,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/onions_garlic/onions_sweet/p/4560444,2.99,Regex,1752065707.229673
ONION SWEET,HH,https://www.harringtonhundreds.bm/shop/produce/onions_garlic_shallots/onion_sweet/p/78548,2.99,Regex,1752065714.3351371
TYSON IQF CHKN TENDERLOIN,Drop It,https://www.dropit.bm/shop/meat/chicken/chicken_breasts/tyson_chicken_breast_tenderloins_all_natural_40_oz/p/544468,19.19,Regex,1752065720.7820082
TYSON IQF CHKN TENDERLOIN,Pronto,https://pronto.bm/product/tyson-chicken-breast-tenderloins-40-oz,18.75,Regex,1752065727.639529
TYSON IQF CHKN TENDERLOIN,HH,https://www.harringtonhundreds.bm/shop/meat/frozen_poultry/tyson_chicken_breast_tenderloins_all_natural_40_oz/p/544468,17.99,Regex,1752065734.517997
LIMES,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/citrus/lime/p/1564405684690088157,1.09,Regex,1752065741.341032
LIMES,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/citrus/citrus_lime/p/2311246,1.25,Regex,1752065749.4423208
LIMES,Pronto,https://pronto.bm/product/lime,0.99,Regex,1752065755.845334
LIMES,HH,https://www.harringtonhundreds.bm/shop/produce/citrus/limes/p/2311246,0.99,Regex,1752065762.9496331
GINGER ROOT,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/ginger_root/p/1564405684690088224,5.49,Regex,1752065768.8177652
GINGER ROOT,Miles,https://shop.miles.bm/shop/produce/root_vegetables_tropical_roots/ginger_root/p/12518,5.6,Regex,1752065776.0334039
GINGER ROOT,Pronto,https://pronto.bm/product/ginger-root-4-oz,1.29,Regex,1752065780.219838
GINGER ROOT,HH,https://www.harringtonhundreds.bm/shop/produce/tropical/ginger_root/p/12518,4.99,Regex,1752065786.606116
LIL SNAPPERS APPLES GRANNY SMITH,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/apples/stemilt_apples_granny_smith_3_lb/p/2450259,9.79,Regex,1752065793.977429
LIL SNAPPERS APPLES GRANNY SMITH,Pronto,https://pronto.bm/product/apples-lil-snappers-granny-smith-3-lb,10.99,Regex,1752065798.2162392
LIL SNAPPERS APPLES GRANNY SMITH,HH,https://www.harringtonhundreds.bm/shop/produce/apples/stemilt_apples_granny_smith_3_lb/p/2450259,10.99,Regex,1752065803.8890932
CUCUMBERS GREEN,Drop It,https://www.dropit.bm/shop/produce/fresh_vegetables/cucumbers/cucumber_green/p/7236707,3.29,Regex,1752065810.0498729
CUCUMBERS GREEN,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/cucumbers/cucumber/p/12432,1.5,Regex,1752065816.016381
CUCUMBERS GREEN,Pronto,https://pronto.bm/product/cucumbers-1-ct-imported,1.25,Regex,1752065821.801903
CUCUMBERS GREEN,HH,https://www.harringtonhundreds.bm/shop/produce/greens_vegetables/cucumbers_super/p/12432,1.29,Regex,1752065829.2830138
LETTUCE ICEBERG,Drop It,https://www.dropit.bm/shop/produce/lettuce_salads/lettuce/iceberg_lettuce/p/1564405684711203170,4.39,Regex,1752065836.2054029
LETTUCE ICEBERG,Miles,https://shop.miles.bm/shop/produce/lettuce_salads/lettuce/iceberg_lettuce/p/78517,5.1,Regex,1752065841.9078689
LETTUCE ICEBERG,Pronto,https://pronto.bm/product/iceberg-lettuce,4.65,Regex,1752065846.772882
LETTUCE ICEBERG,HH,https://www.harringtonhundreds.bm/shop/produce/greens_vegetables/lettuce_iceburg/p/1564405684714598193,4.99,Regex,1752065855.400377
TOMATOES ROMA XL,Miles,https://shop.miles.bm/shop/produce/fresh_vegetables/tomatoes/roma_tomatoes/p/12447,6.1,Regex,1752065864.588392
TOMATOES ROMA XL,Pronto,https://pronto.bm/product/tomatoes-plum-roma-1-lb,2.59,Regex,1752065869.7853591
TOMATOES ROMA XL,HH,https://www.harringtonhundreds.bm/shop/produce/tomatoes/roma_tomatoes/p/12447,2.99,Regex,1752065877.150065
EGG LAND'S BEST EGGS GRADE A EXTRA LARGE,HH,https://www.harringtonhundreds.bm/shop/dairy/eggs/eggland_s_best_eggs_extra_large_18_ea/p/147239,8.49,Regex,1752065882.506807
ORANGES NAVEL CA,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/packaged/navel_oranges/p/7787948,4.99,Regex,1752065891.558421
ORANGES NAVEL CA,Pronto,https://pronto.bm/product/navel-orange,2.69,Regex,1752065896.09023
ORANGES NAVEL CA,HH,https://www.harringtonhundreds.bm/shop/produce/citrus/orange_bagged_4_lb/p/1564405684714598162,12.99,Regex,1752065902.657065
POLAND SPRING POLAND SPRING PET 3LT,Drop It,https://www.dropit.bm/shop/pantry/beverages/water/poland_spring_maine_spring_water_101_4_fl_oz_jug/p/43984,5.09,Regex,1752065909.598033
POLAND SPRING POLAND SPRING PET 3LT,Pronto,https://pronto.bm/product/poland-spring-100-natural-water-1014-fl-oz,6.09,Regex,1752065914.7078369
POLAND SPRING POLAND SPRING PET 3LT,HH,https://www.harringtonhundreds.bm/shop/grocery/water/poland_spring_spring_water_100_natural_101_4_fl_oz/p/43984,5.49,Regex,1752065920.94433
NOAH CF BRWN EGG,HH,https://www.harringtonhundreds.bm/shop/dairy/eggs/noah_cf_brwn_egg/p/1564405684703235655,6.19,Regex,1752065927.272594
LUSO WATER 1.5L,Drop It,https://www.dropit.bm/shop/pantry/beverages/water/luso_still_water/p/7392754,2.69,Regex,1752065933.879921
LUSO WATER 1.5L,Pronto,https://pronto.bm/product/luso-natural-spring-water-15-l,2.79,Regex,1752065939.601303
LUSO WATER 1.5L,HH,https://www.harringtonhundreds.bm/shop/grocery/water/luso_water_1_5_l/p/7392754,2.79,Regex,1752065945.256444
TOMATOES ROUNDS 4X5,HH,https://www.harringtonhundreds.bm/shop/produce/tomatoes/tomatoes_rounds_4_x5/p/1564405684714598170,2.99,Regex,1752065950.584983
ROBIN HOOD FLOUR ALL PURPOSE,Drop It,https://www.dropit.bm/shop/pantry/cooking_baking_needs/flour_meals/robin_hood_a_purpose_flour/p/2514226,8.49,Regex,1752065956.990401
ROBIN HOOD FLOUR ALL PURPOSE,Miles,https://shop.miles.bm/shop/pantry/cooking_baking_needs/flour_meals/robin_hood_all_purpose_flour/p/2514226,8.85,Regex,1752065961.876912
ROBIN HOOD FLOUR ALL PURPOSE,Pronto,https://pronto.bm/product/robin-hood-all-purpose-flour-25-kg,8.19,Regex,1752065966.902049
ROBIN HOOD FLOUR ALL PURPOSE,HH,https://www.harringtonhundreds.bm/shop/grocery/flour_prepared_flour/robin_hood_flour_all_purpose/p/2514226,6.99,Regex,1752065972.9753091
CROW LANE SCONES 4PK -RAISIN,Drop It,https://www.dropit.bm/shop/bakery/packaged_sweets_desserts/crow_lane_scones_raisin_4_pk/p/1564405684704428451,7.39,Regex,1752065980.458592
CROW LANE SCONES 4PK -RAISIN,Pronto,https://pronto.bm/product/scones-raisin-4pk-crow-lane,6.75,Regex,1752065987.070121
CROW LANE SCONES 4PK -RAISIN,HH,https://www.harringtonhundreds.bm/shop/grocery/bakery_sweets/crow_lane_scones_4_pk_raisin/p/1564405684704428451,6.75,Regex,1752065993.7623801
TYSON BRD CRSPY CHK STRIP,Drop It,https://www.dropit.bm/shop/meat/chicken/chicken_nuggets_patties_tenders/tyson_chicken_breast_strips_crispy_25_oz/p/12049,14.59,Regex,1752065999.94242
TYSON BRD CRSPY CHK STRIP,Miles,https://shop.miles.bm/shop/frozen_foods/appetizers_snacks/chicken_nuggets_wings/tyson_chicken_breast_strips_crispy_25_oz/p/12049,18.5,Regex,1752066007.579679
TYSON BRD CRSPY CHK STRIP,Pronto,https://pronto.bm/product/tyson-crispy-chicken-breast-strips-25-oz,17.99,Regex,1752066012.190798
TYSON BRD CRSPY CHK STRIP,HH,https://www.harringtonhundreds.bm/shop/meat/frozen_cooked_chicken/tyson_chicken_breast_strips_crispy_25_oz/p/12049,16.99,Regex,1752066019.2664
OM BACON,Drop It,https://www.dropit.bm/shop/meat/bacon/oscar_mayer_bacon_original_16_oz/p/32303,12.29,Regex,1752066024.967686
OM BACON,Miles,https://shop.miles.bm/shop/meat/bacon/sliced/oscar_mayer_naturally_hardwood_smoked_bacon_16_oz_pack_17_19_slices/p/32303,13.95,Regex,1752066032.3251278
OM BACON,Pronto,https://pronto.bm/product/oscar-mayer-bacon-original-16-oz,12.79,Regex,1752066036.912199
OM BACON,HH,https://www.harringtonhundreds.bm/shop/meat/bacon/oscar_mayer_bacon_original_16_oz/p/32303,12.59,Regex,1752066044.252501
KIWI SUNGOLD 1 LB PACK,Drop It,https://www.dropit.bm/shop/produce/fresh_fruit/tropical_specialty/zespri_sungold_kiwifruit_1_lb/p/1564405684689184953,10.19,Regex,1752066052.756622
KIWI SUNGOLD 1 LB PACK,Miles,https://shop.miles.bm/shop/produce/fresh_fruit/tropical_specialty/kiwi_sungold_pack/p/1564405684689184953,12.95,Regex,1752066059.87594
KIWI SUNGOLD 1 LB PACK,Pronto,https://pronto.bm/product/zespri-sungold-kiwi-1-lb,13.59,Regex,1752066064.062531
KIWI SUNGOLD 1 LB PACK,HH,https://www.harringtonhundreds.bm/shop/produce/tropical/kiwi_sungold_1_lb_pack/p/1564405684714598282,6.99,Regex,1752066070.985461
